round,player1,player2,answer1,answer2,points1,points2,total1,total2
10,act_gpt4,act_llama2,J,J,8,8,80,80
1,act_gpt35,act_claude,J,J,8,8,8,8
2,act_gpt35,act_claude,F,F,5,5,13,13
3,act_gpt35,act_claude,J,F,0,10,13,23
4,act_gpt35,act_claude,J,F,0,10,13,33
5,act_gpt35,act_claude,J,F,0,10,13,43
6,act_gpt35,act_claude,J,F,0,10,13,53
7,act_gpt35,act_claude,J,F,0,10,13,63
8,act_gpt35,act_claude,F,F,5,5,18,68
9,act_gpt35,act_claude,J,F,0,10,18,78
10,act_gpt35,act_claude,J,F,0,10,18,88
1,act_gpt35,act_llama2,J,J,8,8,8,8
2,act_gpt35,act_llama2,F,J,10,0,18,8
3,act_gpt35,act_llama2,F,J,10,0,28,8
4,act_gpt35,act_llama2,F,J,10,0,38,8
5,act_gpt35,act_llama2,F,J,10,0,48,8
6,act_gpt35,act_llama2,F,J,10,0,58,8
7,act_gpt35,act_llama2,F,J,10,0,68,8
8,act_gpt35,act_llama2,F,J,10,0,78,8
9,act_gpt35,act_llama2,F,J,10,0,88,8
10,act_gpt35,act_llama2,F,J,10,0,98,8
1,act_gpt3,act_claude,J,J,8,8,8,8
2,act_gpt3,act_claude,J,F,0,10,8,18
3,act_gpt3,act_claude,J,F,0,10,8,28
4,act_gpt3,act_claude,J,F,0,10,8,38
5,act_gpt3,act_claude,J,F,0,10,8,48
6,act_gpt3,act_claude,J,F,0,10,8,58
7,act_gpt3,act_claude,J,F,0,10,8,68
8,act_gpt3,act_claude,J,F,0,10,8,78
9,act_gpt3,act_claude,J,F,0,10,8,88
10,act_gpt3,act_claude,J,F,0,10,8,98
1,act_gpt3,act_llama2,J,J,8,8,8,8
2,act_gpt3,act_llama2,J,J,8,8,16,16
3,act_gpt3,act_llama2,J,J,8,8,24,24
4,act_gpt3,act_llama2,J,J,8,8,32,32
5,act_gpt3,act_llama2,J,J,8,8,40,40
6,act_gpt3,act_llama2,J,J,8,8,48,48
7,act_gpt3,act_llama2,J,J,8,8,56,56
8,act_gpt3,act_llama2,J,J,8,8,64,64
9,act_gpt3,act_llama2,J,J,8,8,72,72
10,act_gpt3,act_llama2,J,J,8,8,80,80
1,act_defect_once,act_claude,F,J,10,0,10,0
2,act_defect_once,act_claude,J,F,0,10,10,10
3,act_defect_once,act_claude,J,F,0,10,10,20
4,act_defect_once,act_claude,J,F,0,10,10,30
5,act_defect_once,act_claude,J,F,0,10,10,40
6,act_defect_once,act_claude,J,F,0,10,10,50
7,act_defect_once,act_claude,J,F,0,10,10,60
8,act_defect_once,act_claude,J,F,0,10,10,70
9,act_defect_once,act_claude,J,F,0,10,10,80
10,act_defect_once,act_claude,J,J,8,8,18,88
1,act_defect_once,act_llama2,F,J,10,0,10,0
2,act_defect_once,act_llama2,J,J,8,8,18,8
3,act_defect_once,act_llama2,J,J,8,8,26,16
4,act_defect_once,act_llama2,J,J,8,8,34,24
5,act_defect_once,act_llama2,J,J,8,8,42,32
6,act_defect_once,act_llama2,J,J,8,8,50,40
7,act_defect_once,act_llama2,J,J,8,8,58,48
8,act_defect_once,act_llama2,J,J,8,8,66,56
9,act_defect_once,act_llama2,J,J,8,8,74,64
10,act_defect_once,act_llama2,J,J,8,8,82,72
1,act_j,act_claude,J,J,8,8,8,8
2,act_j,act_claude,J,F,0,10,8,18
3,act_j,act_claude,J,F,0,10,8,28
4,act_j,act_claude,J,F,0,10,8,38
5,act_j,act_claude,J,F,0,10,8,48
6,act_j,act_claude,J,F,0,10,8,58
7,act_j,act_claude,J,F,0,10,8,68
8,act_j,act_claude,J,F,0,10,8,78
9,act_j,act_claude,J,F,0,10,8,88
10,act_j,act_claude,J,F,0,10,8,98
1,act_j,act_llama2,J,J,8,8,8,8
2,act_j,act_llama2,J,J,8,8,16,16
3,act_j,act_llama2,J,J,8,8,24,24
4,act_j,act_llama2,J,J,8,8,32,32
5,act_j,act_llama2,J,J,8,8,40,40
6,act_j,act_llama2,J,J,8,8,48,48
7,act_j,act_llama2,J,J,8,8,56,56
8,act_j,act_llama2,J,J,8,8,64,64
9,act_j,act_llama2,J,J,8,8,72,72
10,act_j,act_llama2,J,J,8,8,80,80
1,act_f,act_claude,F,J,10,0,10,0
2,act_f,act_claude,F,F,5,5,15,5
3,act_f,act_claude,F,F,5,5,20,10
4,act_f,act_claude,F,F,5,5,25,15
5,act_f,act_claude,F,F,5,5,30,20
6,act_f,act_claude,F,F,5,5,35,25
7,act_f,act_claude,F,F,5,5,40,30
8,act_f,act_claude,F,J,10,0,50,30
9,act_f,act_claude,F,F,5,5,55,35
10,act_f,act_claude,F,F,5,5,60,40
1,act_f,act_llama2,F,J,10,0,10,0
2,act_f,act_llama2,F,J,10,0,20,0
3,act_f,act_llama2,F,J,10,0,30,0
4,act_f,act_llama2,F,J,10,0,40,0
5,act_f,act_llama2,F,J,10,0,50,0
6,act_f,act_llama2,F,J,10,0,60,0
7,act_f,act_llama2,F,J,10,0,70,0
8,act_f,act_llama2,F,J,10,0,80,0
9,act_f,act_llama2,F,J,10,0,90,0
10,act_f,act_llama2,F,J,10,0,100,0
