round,player1,player2,answer1,answer2,points1,points2,total1,total2
1,act_gpt35,act_llama2,J,J,10,7,10,7
2,act_gpt35,act_llama2,J,J,10,7,20,14
3,act_gpt35,act_llama2,J,J,10,7,30,21
4,act_gpt35,act_llama2,J,J,10,7,40,28
5,act_gpt35,act_llama2,J,J,10,7,50,35
6,act_gpt35,act_llama2,J,J,10,7,60,42
7,act_gpt35,act_llama2,J,J,10,7,70,49
8,act_gpt35,act_llama2,J,J,10,7,80,56
9,act_gpt35,act_llama2,J,J,10,7,90,63
10,act_gpt35,act_llama2,J,J,10,7,100,70
1,act_gpt3,act_claude,J,J,10,7,10,7
2,act_gpt3,act_claude,J,F,0,0,10,7
3,act_gpt3,act_claude,J,F,0,0,10,7
4,act_gpt3,act_claude,J,F,0,0,10,7
5,act_gpt3,act_claude,J,F,0,0,10,7
6,act_gpt3,act_claude,J,F,0,0,10,7
7,act_gpt3,act_claude,J,F,0,0,10,7
8,act_gpt3,act_claude,J,F,0,0,10,7
9,act_gpt3,act_claude,J,F,0,0,10,7
10,act_gpt3,act_claude,J,F,0,0,10,7
1,act_gpt3,act_llama2,J,J,10,7,10,7
2,act_gpt3,act_llama2,J,J,10,7,20,14
3,act_gpt3,act_llama2,J,J,10,7,30,21
4,act_gpt3,act_llama2,J,J,10,7,40,28
5,act_gpt3,act_llama2,J,J,10,7,50,35
6,act_gpt3,act_llama2,J,J,10,7,60,42
7,act_gpt3,act_llama2,J,J,10,7,70,49
8,act_gpt3,act_llama2,J,J,10,7,80,56
9,act_gpt3,act_llama2,J,J,10,7,90,63
10,act_gpt3,act_llama2,J,J,10,7,100,70
1,act_fj,act_claude,F,J,0,0,0,0
2,act_fj,act_claude,J,F,0,0,0,0
3,act_fj,act_claude,F,J,0,0,0,0
4,act_fj,act_claude,J,J,10,7,10,7
5,act_fj,act_claude,F,J,0,0,10,7
6,act_fj,act_claude,J,F,0,0,10,7
7,act_fj,act_claude,F,J,0,0,10,7
8,act_fj,act_claude,J,J,10,7,20,14
9,act_fj,act_claude,F,J,0,0,20,14
10,act_fj,act_claude,J,J,10,7,30,21
1,act_fj,act_llama2,F,J,0,0,0,0
2,act_fj,act_llama2,J,J,10,7,10,7
3,act_fj,act_llama2,F,J,0,0,10,7
4,act_fj,act_llama2,J,J,10,7,20,14
5,act_fj,act_llama2,F,J,0,0,20,14
6,act_fj,act_llama2,J,J,10,7,30,21
7,act_fj,act_llama2,F,J,0,0,30,21
8,act_fj,act_llama2,J,J,10,7,40,28
9,act_fj,act_llama2,F,J,0,0,40,28
10,act_fj,act_llama2,J,J,10,7,50,35
1,act_j,act_claude,J,J,10,7,10,7
2,act_j,act_claude,J,F,0,0,10,7
3,act_j,act_claude,J,F,0,0,10,7
4,act_j,act_claude,J,F,0,0,10,7
5,act_j,act_claude,J,F,0,0,10,7
6,act_j,act_claude,J,F,0,0,10,7
7,act_j,act_claude,J,F,0,0,10,7
8,act_j,act_claude,J,F,0,0,10,7
9,act_j,act_claude,J,F,0,0,10,7
10,act_j,act_claude,J,F,0,0,10,7
1,act_j,act_llama2,J,J,10,7,10,7
2,act_j,act_llama2,J,J,10,7,20,14
3,act_j,act_llama2,J,J,10,7,30,21
4,act_j,act_llama2,J,J,10,7,40,28
5,act_j,act_llama2,J,J,10,7,50,35
6,act_j,act_llama2,J,J,10,7,60,42
7,act_j,act_llama2,J,J,10,7,70,49
8,act_j,act_llama2,J,J,10,7,80,56
9,act_j,act_llama2,J,J,10,7,90,63
10,act_j,act_llama2,J,J,10,7,100,70
1,act_f,act_claude,F,J,0,0,0,0
2,act_f,act_claude,F,F,7,10,7,10
3,act_f,act_claude,F,J,0,0,7,10
4,act_f,act_claude,F,J,0,0,7,10
5,act_f,act_claude,F,J,0,0,7,10
6,act_f,act_claude,F,F,7,10,14,20
7,act_f,act_claude,F,J,0,0,14,20
8,act_f,act_claude,F,J,0,0,14,20
9,act_f,act_claude,F,F,7,10,21,30
10,act_f,act_claude,F,F,7,10,28,40
1,act_f,act_llama2,F,J,0,0,0,0
2,act_f,act_llama2,F,J,0,0,0,0
3,act_f,act_llama2,F,J,0,0,0,0
4,act_f,act_llama2,F,J,0,0,0,0
5,act_f,act_llama2,F,J,0,0,0,0
6,act_f,act_llama2,F,J,0,0,0,0
7,act_f,act_llama2,F,J,0,0,0,0
8,act_f,act_llama2,F,J,0,0,0,0
9,act_f,act_llama2,F,J,0,0,0,0
10,act_f,act_llama2,F,J,0,0,0,0
1,act_gpt4_predictfirst,act_f,J,F,0,0,0,0
2,act_gpt4_predictfirst,act_f,F,F,7,10,7,10
3,act_gpt4_predictfirst,act_f,F,F,7,10,14,20
4,act_gpt4_predictfirst,act_f,F,F,7,10,21,30
5,act_gpt4_predictfirst,act_f,F,F,7,10,28,40
6,act_gpt4_predictfirst,act_f,F,F,7,10,35,50
7,act_gpt4_predictfirst,act_f,F,F,7,10,42,60
8,act_gpt4_predictfirst,act_f,F,F,7,10,49,70
9,act_gpt4_predictfirst,act_f,F,F,7,10,56,80
10,act_gpt4_predictfirst,act_f,F,F,7,10,63,90
1,act_gpt4_predictfirst,act_j,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_j,J,J,10,7,20,14
3,act_gpt4_predictfirst,act_j,J,J,10,7,30,21
4,act_gpt4_predictfirst,act_j,J,J,10,7,40,28
5,act_gpt4_predictfirst,act_j,J,J,10,7,50,35
6,act_gpt4_predictfirst,act_j,J,J,10,7,60,42
7,act_gpt4_predictfirst,act_j,J,J,10,7,70,49
8,act_gpt4_predictfirst,act_j,J,J,10,7,80,56
9,act_gpt4_predictfirst,act_j,J,J,10,7,90,63
10,act_gpt4_predictfirst,act_j,J,J,10,7,100,70
1,act_gpt4_predictfirst,act_jf,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_jf,J,F,0,0,10,7
3,act_gpt4_predictfirst,act_jf,J,J,10,7,20,14
4,act_gpt4_predictfirst,act_jf,J,F,0,0,20,14
5,act_gpt4_predictfirst,act_jf,J,J,10,7,30,21
6,act_gpt4_predictfirst,act_jf,F,F,7,10,37,31
7,act_gpt4_predictfirst,act_jf,J,J,10,7,47,38
8,act_gpt4_predictfirst,act_jf,F,F,7,10,54,48
9,act_gpt4_predictfirst,act_jf,J,J,10,7,64,55
10,act_gpt4_predictfirst,act_jf,F,F,7,10,71,65
1,act_gpt4_predictfirst,act_gpt3,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_gpt3,J,J,10,7,20,14
3,act_gpt4_predictfirst,act_gpt3,J,J,10,7,30,21
4,act_gpt4_predictfirst,act_gpt3,J,J,10,7,40,28
5,act_gpt4_predictfirst,act_gpt3,J,J,10,7,50,35
6,act_gpt4_predictfirst,act_gpt3,J,J,10,7,60,42
7,act_gpt4_predictfirst,act_gpt3,J,J,10,7,70,49
8,act_gpt4_predictfirst,act_gpt3,J,J,10,7,80,56
9,act_gpt4_predictfirst,act_gpt3,J,J,10,7,90,63
10,act_gpt4_predictfirst,act_gpt3,J,J,10,7,100,70
1,act_gpt4_predictfirst,act_gpt35,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_gpt35,J,F,0,0,10,7
3,act_gpt4_predictfirst,act_gpt35,J,F,0,0,10,7
4,act_gpt4_predictfirst,act_gpt35,F,F,7,10,17,17
5,act_gpt4_predictfirst,act_gpt35,F,F,7,10,24,27
6,act_gpt4_predictfirst,act_gpt35,F,F,7,10,31,37
7,act_gpt4_predictfirst,act_gpt35,F,F,7,10,38,47
8,act_gpt4_predictfirst,act_gpt35,F,F,7,10,45,57
9,act_gpt4_predictfirst,act_gpt35,F,F,7,10,52,67
10,act_gpt4_predictfirst,act_gpt35,F,F,7,10,59,77
1,act_gpt4_predictfirst,act_gpt4,J,F,0,0,0,0
2,act_gpt4_predictfirst,act_gpt4,F,F,7,10,7,10
3,act_gpt4_predictfirst,act_gpt4,F,F,7,10,14,20
4,act_gpt4_predictfirst,act_gpt4,F,F,7,10,21,30
5,act_gpt4_predictfirst,act_gpt4,F,F,7,10,28,40
6,act_gpt4_predictfirst,act_gpt4,F,F,7,10,35,50
7,act_gpt4_predictfirst,act_gpt4,F,F,7,10,42,60
8,act_gpt4_predictfirst,act_gpt4,F,F,7,10,49,70
9,act_gpt4_predictfirst,act_gpt4,F,F,7,10,56,80
10,act_gpt4_predictfirst,act_gpt4,F,F,7,10,63,90
1,act_gpt4_predictfirst,act_claude,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_claude,J,F,0,0,10,7
3,act_gpt4_predictfirst,act_claude,J,F,0,0,10,7
4,act_gpt4_predictfirst,act_claude,F,F,7,10,17,17
5,act_gpt4_predictfirst,act_claude,F,F,7,10,24,27
6,act_gpt4_predictfirst,act_claude,F,F,7,10,31,37
7,act_gpt4_predictfirst,act_claude,F,F,7,10,38,47
8,act_gpt4_predictfirst,act_claude,F,F,7,10,45,57
9,act_gpt4_predictfirst,act_claude,F,F,7,10,52,67
10,act_gpt4_predictfirst,act_claude,F,F,7,10,59,77
1,act_gpt4_predictfirst,act_llama2,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_llama2,J,J,10,7,20,14
3,act_gpt4_predictfirst,act_llama2,J,J,10,7,30,21
4,act_gpt4_predictfirst,act_llama2,J,J,10,7,40,28
5,act_gpt4_predictfirst,act_llama2,J,J,10,7,50,35
6,act_gpt4_predictfirst,act_llama2,J,J,10,7,60,42
7,act_gpt4_predictfirst,act_llama2,J,J,10,7,70,49
8,act_gpt4_predictfirst,act_llama2,J,J,10,7,80,56
9,act_gpt4_predictfirst,act_llama2,J,J,10,7,90,63
10,act_gpt4_predictfirst,act_llama2,J,J,10,7,100,70
1,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,20,14
3,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,30,21
4,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,40,28
5,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,50,35
6,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,60,42
7,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,70,49
8,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,80,56
9,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,90,63
10,act_gpt4_predictfirst,act_gpt4_predictfirst,J,J,10,7,100,70
1,act_llama2,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_llama2,act_gpt4_predictfirst,J,J,10,7,20,14
3,act_llama2,act_gpt4_predictfirst,J,J,10,7,30,21
4,act_llama2,act_gpt4_predictfirst,J,J,10,7,40,28
5,act_llama2,act_gpt4_predictfirst,J,J,10,7,50,35
6,act_llama2,act_gpt4_predictfirst,J,J,10,7,60,42
7,act_llama2,act_gpt4_predictfirst,J,J,10,7,70,49
8,act_llama2,act_gpt4_predictfirst,J,J,10,7,80,56
9,act_llama2,act_gpt4_predictfirst,J,J,10,7,90,63
10,act_llama2,act_gpt4_predictfirst,J,J,10,7,100,70
1,act_claude,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_claude,act_gpt4_predictfirst,F,J,0,0,10,7
3,act_claude,act_gpt4_predictfirst,J,J,10,7,20,14
4,act_claude,act_gpt4_predictfirst,J,J,10,7,30,21
5,act_claude,act_gpt4_predictfirst,J,J,10,7,40,28
6,act_claude,act_gpt4_predictfirst,J,J,10,7,50,35
7,act_claude,act_gpt4_predictfirst,J,J,10,7,60,42
8,act_claude,act_gpt4_predictfirst,J,J,10,7,70,49
9,act_claude,act_gpt4_predictfirst,J,J,10,7,80,56
10,act_claude,act_gpt4_predictfirst,J,J,10,7,90,63
1,act_gpt4,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_gpt4,act_gpt4_predictfirst,J,J,10,7,20,14
3,act_gpt4,act_gpt4_predictfirst,J,J,10,7,30,21
4,act_gpt4,act_gpt4_predictfirst,J,J,10,7,40,28
5,act_gpt4,act_gpt4_predictfirst,J,J,10,7,50,35
6,act_gpt4,act_gpt4_predictfirst,J,J,10,7,60,42
7,act_gpt4,act_gpt4_predictfirst,J,J,10,7,70,49
8,act_gpt4,act_gpt4_predictfirst,J,J,10,7,80,56
9,act_gpt4,act_gpt4_predictfirst,J,J,10,7,90,63
10,act_gpt4,act_gpt4_predictfirst,J,J,10,7,100,70
1,act_gpt35,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_gpt35,act_gpt4_predictfirst,J,J,10,7,20,14
3,act_gpt35,act_gpt4_predictfirst,J,J,10,7,30,21
4,act_gpt35,act_gpt4_predictfirst,J,J,10,7,40,28
5,act_gpt35,act_gpt4_predictfirst,J,J,10,7,50,35
6,act_gpt35,act_gpt4_predictfirst,J,J,10,7,60,42
7,act_gpt35,act_gpt4_predictfirst,J,J,10,7,70,49
8,act_gpt35,act_gpt4_predictfirst,J,J,10,7,80,56
9,act_gpt35,act_gpt4_predictfirst,J,J,10,7,90,63
10,act_gpt35,act_gpt4_predictfirst,J,J,10,7,100,70
1,act_gpt3,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_gpt3,act_gpt4_predictfirst,J,J,10,7,20,14
3,act_gpt3,act_gpt4_predictfirst,J,J,10,7,30,21
4,act_gpt3,act_gpt4_predictfirst,J,J,10,7,40,28
5,act_gpt3,act_gpt4_predictfirst,J,J,10,7,50,35
6,act_gpt3,act_gpt4_predictfirst,J,J,10,7,60,42
7,act_gpt3,act_gpt4_predictfirst,J,J,10,7,70,49
8,act_gpt3,act_gpt4_predictfirst,J,J,10,7,80,56
9,act_gpt3,act_gpt4_predictfirst,J,J,10,7,90,63
10,act_gpt3,act_gpt4_predictfirst,J,J,10,7,100,70
1,act_fj,act_gpt4_predictfirst,F,J,0,0,0,0
2,act_fj,act_gpt4_predictfirst,J,F,0,0,0,0
3,act_fj,act_gpt4_predictfirst,F,F,7,10,7,10
4,act_fj,act_gpt4_predictfirst,J,F,0,0,7,10
5,act_fj,act_gpt4_predictfirst,F,J,0,0,7,10
6,act_fj,act_gpt4_predictfirst,J,F,0,0,7,10
7,act_fj,act_gpt4_predictfirst,F,F,7,10,14,20
8,act_fj,act_gpt4_predictfirst,J,F,0,0,14,20
9,act_fj,act_gpt4_predictfirst,F,F,7,10,21,30
10,act_fj,act_gpt4_predictfirst,J,F,0,0,21,30
1,act_j,act_gpt4_predictfirst,J,J,10,7,10,7
2,act_j,act_gpt4_predictfirst,J,J,10,7,20,14
3,act_j,act_gpt4_predictfirst,J,J,10,7,30,21
4,act_j,act_gpt4_predictfirst,J,J,10,7,40,28
5,act_j,act_gpt4_predictfirst,J,J,10,7,50,35
6,act_j,act_gpt4_predictfirst,J,J,10,7,60,42
7,act_j,act_gpt4_predictfirst,J,J,10,7,70,49
8,act_j,act_gpt4_predictfirst,J,J,10,7,80,56
9,act_j,act_gpt4_predictfirst,J,J,10,7,90,63
10,act_j,act_gpt4_predictfirst,J,J,10,7,100,70
1,act_f,act_gpt4_predictfirst,F,J,0,0,0,0
2,act_f,act_gpt4_predictfirst,F,F,7,10,7,10
3,act_f,act_gpt4_predictfirst,F,F,7,10,14,20
4,act_f,act_gpt4_predictfirst,F,F,7,10,21,30
5,act_f,act_gpt4_predictfirst,F,F,7,10,28,40
6,act_f,act_gpt4_predictfirst,F,F,7,10,35,50
7,act_f,act_gpt4_predictfirst,F,F,7,10,42,60
8,act_f,act_gpt4_predictfirst,F,F,7,10,49,70
9,act_f,act_gpt4_predictfirst,F,F,7,10,56,80
10,act_f,act_gpt4_predictfirst,F,F,7,10,63,90
